word	frequency	num_vowels	syllables
созедов	1	3	со,зе,дов
одмор	1	2	од,мор
Цветанка	1	3	Цве,тан,ка
седнете	1	3	сед,не,те
распетлани	1	4	рас,пе,тла,ни
потценам	1	3	по,тце,нам
орев	1	2	о,рев
несреќнице	1	4	нес,ре,ќа,ни,це
спраштија	1	3	спра,шти,ја
нов	1	1
стаписан	1	3	ста,пи,сан
узлезе	1	3	уз,ле,зе
отпатувам	1	4	от,па,ту,вам
заминав	1	3	за,ми,нав
чичко	1	2	чи,чко
чадорот	1	3	ча,до,рот
Борче	1	2	Бор,че
мечтаам	1	3	меч,таам
ПАВЛОВСКИ	1	3	Пав,лов,ски
ДРЖАВИ	1	2	ДРЖА,ВИ
воини	1	3	во,и,ни
газеше	1	3	га,зеш,е
траги	1	2	тра,ги
мора	1	2	мо,ра
немоќен	1	3	не,моќ,ен
мермер	1	2	мер,мер
прошетки	1	3	про,ше,тки
автомобили	1	5	ав,то,мо,би,ли
намерите	1	4	на,ме,ри,те
лути	1	2	лу,ти
стража	1	2	стра,жа
дослушнуваше	1	5	до,слуш,ну,ва,ше
тревки	1	2	трев,ки
сменети	1	3	сме,не,ти
кучето	1	3	ку,че,то
довикуваа	1	5	до,ви,ку,ваа
посматраа	1	4	пос,ма,траа
пушките	1	3	пуш,ки,те
војската	1	3	вој,ска,та
ридјето	1	3	ри,дје,то
буки	1	2	бу,ки
семејство	1	3	се,меј,ство
вегетација	1	5	ве,ге,та,ци,ја
причека	1	3	при,че,ка
стебла	1	2	сте,бла
караулите	1	5	ка,ра,у,ли,те
бука	1	2	бу,ка
недоглед	1	3	не,до,глед
свадба	1	2	сва,дба
автомобилите	1	6	ав,то,мо,би,ли,те
растението	1	5	рас,те,ни,е,то
туѓинец	1	3	туѓи,нец
поодамна	1	4	по,о,дам,на
испаруваа	1	5	ис,па,ру,ваа
кубеше	1	3	ку,бе,ше
залелека	1	4	за,ле,ле,ка
истрелите	1	4	ис,тре,ли,те
брег	1	1
испитам	1	3	ис,пи,там
превиеме	1	4	пре,ви,е,ме
изменет	1	3	из,ме,нет
војните	1	3	вој,ни,те
роб	1	1
закикоти	1	4	за,ки,ко,ти
Коринт	1	2	Ко,ринт
човештво	1	3	чо,вештво
ВОДЕНСКА	1	3	ВО,ДЕН,СКА
ШАПКАТА	1	3	ШАП,КА,ТА
канап	1	2	ка,нап
подзаборавено	1	6	под,за,бо,ра,ве,но
зедов	1	2	зе,дов
виделината	1	5	ви,де,ли,на,та
кесиња	1	3	ке,сиња
беседи	1	3	бе,се,ди
книжевници	1	4	кни,же,вни,ци
прекршена	1	3	пре,krшe,на
омарнина	1	4	о,ма,рни,на
бидува	1	3	би,ду,ва
ороспија	1	4	о,ро,спи,ја
снегулки	1	3	сне,гу,лки
фишек	1	2	фи,шек
земе	1	2	зе,ме
соговорнмкот	1	4	соговорнм,кот
леблебија	1	4	леб,ле,би,ја
утрово	1	3	у,тро,во
глувчевина	1	4	глув,че,ви,на
газеа	1	3	га,жеа
кесето	1	3	ке,се,то
внуците	1	3	вну,ци,те
подлабоко	1	4	по,дла,бо,ко
дребулни	1	3	dre,bu,лни
седиштата	1	4	се,ди,шта,та
денари	1	3	де,на,ри
купиш	1	2	ку,пиш
пенкала	1	3	пен,ка,ла
Гледај	1	2	Гле,дај
билошто	1	3	би,ло,што
создавани	1	4	со,здава,ни
идеја	1	3	и,де,ја
понудам	1	3	по,ну,да,мам
фајда	1	2	фај,да
кесе	1	2	ке,се
клопче	1	2	клоп,че
извади	1	3	из,ва,ди
членови	1	3	чле,но,ви
потребно	1	3	потре,бно
објавиле	1	4	о,бја,ви,ле
станаа	1	3	ста,наа
забележа	1	4	за,бе,лежа
поднаведнува	1	5	под,на,ве,ду,ва
излагачот	1	4	из,ла,гач,от
личи	1	2	ли,чи
пепелотресник	1	5	пе,пел,от,рес,ник
фатка	1	2	фат,ка
присутните	1	4	при,су,тни,те
столица	1	3	сто,ли,ца
чевлите	1	3	че,вли,те
Ту	1	1
прибра	1	2	при,бра
свежина	1	3	све,жи,на
КОРЕНОТ	1	3	КО,РЕ,НОТ
своја	1	2	сво,ја
предвечерјето	1	5	пред,ве,чер,је
роморлива	1	4	ро,мор,ли,ва
одбрсти	1	2	од,бр,сти
матно	1	2	мат,но
пронижа	1	3	про,ни,жа
длабочините	1	5	дла,бо,чи,на,те
запожари	1	4	за,по,жа,ри
височинките	1	5	ви,со,чин,ки,те
далечина	1	4	да,ле,чи,на
МАЏУНКОВ	1	3	МА,ЈУН,КОВ
ЦИРКУС	1	2	ЦИР,КУС
злосторства	1	3	зло,стор,ства
неосвоива	1	5	не,ос,во,и,ва
змеј	1	1
лединка	1	3	ле,дин,ка
ѕверови	1	3	ѕве,ро,ви
облеката	1	4	о,бле,ка,та
задолжителни	1	5	за,дољ,жи,тел,ни
маска	1	2	мас,ка
набавуваат	1	5	на,ба,ву,ва,т,на,ба,ву,ва,ат
одговараше	1	5	од,говар,аше
разум	1	2	раз,ум
корисно	1	3	ко,рис,но
циркусот	1	3	цир,ку,сот
недопрен	1	3	не,до,прен
Значи	1	2	За,чи,на,ва
покриваше	1	4	по,кри,ва,ше
никако	1	3	ни,ка,ко
сантиметар	1	4	сан,ти,ме,тар
матеше	1	3	ма,те,ше
издаваше	1	4	из,да,ваше
глиста	1	2	гли,ста
нзабележливо	1	5	нза,бе,леж,но
глушец	1	2	глу,шец
љубопитност	1	4	љу,бо,пит,ност
останатите	1	5	ос,та,нат,ите
меко	1	2	ме,ко
пердув	1	2	пер,дув
каша	1	2	ка,ша
шатор	1	2	ша,тор
забележав	1	4	за,бе,лежа,вав
откријат	1	3	от,кри,јат
омаскарив	1	4	о,мас,ка,рив
полутопка	1	4	по,лу,топ,ка
сводот	1	2	сво,дот
личност	1	2	лич,ност
измешана	1	4	и,зме,ша,на
прециози	1	4	пре,ци,о,зи
игли	1	2	иг,ли
сопственикот	1	4	соп,стве,ни,', ,кот
шешир	1	2	ше,шир
дебелиот	1	4	де,бе,ли,от
чисти	1	2	чи,сти
незаинтересирано	1	8	не,за,ин,те,ре,сир,а,но
осветлена	1	4	осве,тле,на
тонови	1	3	то,но,ви
потивко	1	3	по,тив,ко
почнала	1	3	поч,на,ла
вниманието	1	5	вни,ма,ни,е
припаѓала	1	4	при,па,да,ла
чист	1	1
јажиња	1	3	ја,жињ,а
степени	1	3	сте,пе,ни
полумрак	1	3	по,лу,мрак
аквариум	1	4	ак,ва,ри,ум
селанка	1	3	се,лан,ка
неподвижна	1	4	непо,дви,жна
полумракот	1	4	по,лу,мра,кот
пот	1	1
бргу	1	1
плус	1	1
Крв	1	0
тргнаа	1	2	тргнаа
задремав	1	3	за,дре,мав
пушеше	1	3	пу,ше,ше
фалам	1	2	фа,лам
сечила	1	3	се,чи,ла
невозможно	1	4	не,мо,гу,ќе
олесна	1	3	о,ле,сна
гилотинираа	1	6	ги,ло,ти,ни,раа
воскресна	1	3	вос,крес,на
отвор	1	2	от,вор
зацементирана	1	6	за,це,мен,ти,ра,на
трудиш	1	2	tru,диш
ќерки	1	2	ќер,ки
наежив	1	3	на,еж,ив
Потрчав	1	2	Пот,рча,вам
Попусто	1	3	По,пу,сто
закопан	1	3	за,ко,пан
Сеедно	1	3	Се,ед,но
неостварлива	1	5	не,о,ствар,ли,ва
КОВАЧЕВСКИ	1	4	Ко,ва,че,вс,ки
РЕСЕН	1	2	Ре,сен
дрвото	1	2	дрво,то
возила	1	3	во,зи,ла
заокружено	1	5	за,ок,ру,жи
чатија	1	3	ча,ти,ја
ластовица	1	4	лас,то,ви,ца
ресторанот	1	4	ре,стор,а,нот
мастика	1	3	ма,сти,ка
изменило	1	4	из,ме,ни,ло
старо	1	2	ста,ро
издание	1	4	из,да,ние
гулаш	1	2	гу,лаш
запршки	1	2	за,прш,ки
маичката	1	4	ма,ич,ка,та
Љубљана	1	3	Љуб,ља,на
шикли	1	2	шик,ли
композитори	1	5	ком,по,зи,то,ри
коцките	1	3	коц,ки,те
аеродроми	1	5	ае,ро,дром,и
родив	1	2	ро,див
соседот	1	3	сосе,до,тот
градини	1	3	гра,ди,ни
прскаат	1	2	прс,каат
заборавев	1	4	за,бо,ра,вев
важен	1	2	ва,жен
егзистенција	1	5	е,гзи,стен,ци,ја
Петрино	1	3	Пе,три,но
напори	1	3	на,по,ри
зајде	1	2	зај,де
калишта	1	3	ка,лиш,та
зажржа	1	2	за,жр,жа
расол	1	2	ра,сол
Индија	1	3	Ин,ди,ја
попладнево	1	4	поп,лад,не,во
поздравив	1	3	поздра,вив
придружам	1	3	при,дру,жам
конак	1	2	ко,нак
колона	1	3	ко,ло,на
заокружија	1	5	за,ок,ружи,ја
умеења	1	4	у,ме,ења
ученици	1	4	у,че,ни,ci
мравите	1	3	мра,ви,те
свиња	1	2	свиња
летнаа	1	3	лет,наа
убавици	1	4	у,ба,ви,ци
безделници	1	4	бе,зде,лﾆ,ци
мислата	1	3	ми,сла,та
гавраните	1	4	га,вра,ни,те
смртници	1	2	смрт,ни,ци
разбере	1	3	раз,бе,ре
збунето	1	3	збу,не,то
минарето	1	4	ми,на,ре,то
самиот	1	3	са,ми,от
перика	1	3	пе,ри,ка
патки	1	2	пат,ки
стигнам	1	2	стиг,нам
тргната	1	2	трг,на,та
безделниците	1	5	бе,зде,лﾆ,ни,ците
Турист	1	2	Ту,рист
недоживеани	1	6	не,до,жи,ве,а,ни
филозоф	1	3	фи,ло,зоф
пајтонот	1	3	пај,то,нот
повратник	1	3	пов,ра,тник
станарите	1	4	ста,на,ри,те
заборавиле	1	5	за,бо,ра,ви,ле
потекло	1	3	по,те,кло
БАЈО	1	2	БА,ЈО
СОНЦЕ	1	2	СОН,ЦЕ
птиците	1	3	пти,ци,те
соединува	1	5	со,е,ди,ну,ва
засака	1	3	за,са,ка
самувал	1	3	са,му,вал
прашанје	1	3	пра,ша,ње
фраза	1	2	фа,за
Холандија	1	4	Хо,лан,ди,ја
четири	1	3	че,ти,ри
мисија	1	3	ми,си,ја
завршам	1	2	за,avr,шам
средината	1	4	сре,ди,на,та
живеат	1	3	жи,ве,ат
блеска	1	2	блес,ка
несреќи	1	3	нес,ре,ќи
жаришта	1	3	жа,риш,та
мирот	1	2	ми,рот
прогресот	1	3	про,грес,от
општество	1	3	општеств,о
солидарноста	1	5	со,ли,дар,носта
заедница	1	4	зае,дни,ца
зид	1	1
езеро	1	3	е,зе,ро
поети	1	3	по,е,ти
Сангвинети	1	4	Сан,гуви,нет,и
карпата	1	3	кар,па,та
разбраа	1	3	раз,бра,аа
исток	1	2	ист,ок
дивеч	1	2	ди,ве,ч
бучавата	1	4	бу,ча,ва,та
лекарка	1	3	лек,ар,ка
прифаќаш	1	3	при,фаќаш
ДАМЈАНОВСКИ	1	4	Дам,ја,нов,ски
ТИШИНАТА	1	4	ТИ,ШИ,НА,ТА
тешкоглавите	1	5	те,шко,гла,ви,те
есенција	1	4	е,сен,ци,ја
колорити	1	4	ко,ло,ри,ти
освежи	1	3	ос,ве,жи
лесноверните	1	5	лес,но,ве,ри,те
одмора	1	3	од,мо,ра
потта	1	2	пот,та
парење	1	3	па,рење
сонуваат	1	4	со,ну,ва,ат
дежурство	1	3	де,жур,ство
мотив	1	2	мо,тив
неговите	1	4	не,го,ви,те
електрицитет	1	5	е,лек,три,цитет
половите	1	4	по,ло,ви,те
заспие	1	3	за,спие
абажурот	1	4	а,ба,жу,рот
совладуваше	1	5	сов,ла,ду,ва,ше
параглајдерите	1	6	па,ра,глај,де,ри,те
клунот	1	2	клу,нот
вцрвеа	1	2	вцр,ве,а
лет	1	1
завршува	1	3	за,вршува
исповед	1	3	ис,по,вед
помеѓу	1	3	по,ме,ѓу
простува	1	3	про,ству,ва
опстанок	1	3	оп,ста,нок
демократијата	1	6	де,мо,кра,ти,ја,та
миленици	1	4	ми,ле,ни,ци
лилјаци	1	3	лил,ја,ци
баци	1	2	ба,ци
преправа	1	3	пре,пра,ва
извор	1	2	из,вор
возбудуваше	1	5	воз,бу,ду,ва,ше
запрат	1	2	за,прат
неприродни	1	4	неп,ри,род,ни
полубуден	1	4	по,лу,бу,ден
сништата	1	3	сни,штата
меланхолија	1	5	ме,лан,хо,ли,ја
ограничувања	1	6	ог,rani,чу,вања
колосек	1	3	ко,ло,сек
доживувањето	1	6	до,живу,вање
соединуваат	1	6	со,е,ди,ну,ва,ат
анализата	1	5	а,на,ли,зи,та
заклучоци	1	4	за,клу,ко,ви
неисцрпно	1	3	не,ис,црп,но
поединецот	1	5	по,е,ди,не,цот
своина	1	3	сво,и,на
објаснува	1	4	об,јас,ну,ва
слободно	1	3	сло,бо,до
мораш	1	2	мо,раш
опседнуваа	1	5	оп,се,ду,ваа
очекуваме	1	5	о,че,ку,ва,ме
одиме	1	3	о,ди,ме
дознаеме	1	4	до,зна,ме
бесконечноста	1	5	бе,ско,не,чност,та
споменик	1	3	спо,ме,ник
станување	1	4	ста,ну,ва,ње
времет	1	2	вре,ме
тоалетот	1	4	то,а,летот
светлините	1	4	све,тли,ни,те
неспокој	1	3	нес,по,кој
зајдисонцата	1	5	зај,ди,сон,ца,та
сцена	1	2	сце,на
визија	1	3	ви,зи,ја
спокојството	1	4	спо,кој,ство
разумот	1	3	ра,зум,от
бувот	1	2	бу,вот
чистење	1	3	чи,сте,ње
развива	1	3	раз,ви,ва
асфалтот	1	3	ас,фал,тот
свеста	1	2	све,ста
зборовите	1	4	збо,ро,ви,те
Светле	1	2	Све,тле
шефе	1	2	ше,фе
ривиера	1	4	ри,ви,е,ра
езерата	1	4	е,зе,ра,та
протолкува	1	4	про,то,лку,ва
денес	1	2	де,нес
нервозна	1	3	нер,воз,на
лани	1	2	ла,ни
носиш	1	2	но,сиш
прегледаш	1	3	пре,гле,даш
